sbjnum,flagsbyfakegps,filter,date,interviewtimedate,srvyr,sbjnam,usrunq,duration,upload,interviewtimeupload,subjdata,rvwtime,rvwcomment,srvyrcomment,complete,stopq,test,parentid,status,utcdiff,qascore,frscname,exrenum,vstart,interviewtimevstart,vend,interviewtimevend,rvwname,cancel,srvtype,country,language,psuid,htype,confirm,rev01,gps,hhid,s01,s02,i_1_s03_loop,i_1_s04_loop,i_1_s05_loop,i_1_s06_loop,i_1_s06a_loop,i_1_q_18_s,i_1_s07_loop,i_1_s08_loop_o1,i_1_s08_loop_o2,i_1_s08_loop_o3,i_1_s08_loop_o4,i_1_s08_loop_o5,i_1_s08_loop_o6,i_1_s08_loop_o7,i_1_s08_loop_o8,i_1_s08_loop_o9,i_1_s08_loop_o10,i_1_s08_loop_o11,i_1_s08_loop_o12,i_1_s08_loop_o13,i_1_s08_loop_o14,i_1_s08_loop_o15,i_1_s08_loop_o16,i_1_s08_loop_o17,i_1_s08_loop_o18,i_1_s08_loop_o19,i_1_s08_loop_o20,i_1_s_s08_loop_98,i_1_s09_loop,i_1_s10_loop,i_1_irb0,i_1_irb1_timestamp,i_1_irb1,i_1_term_loop_timestamp,i_1_term_loop,i_1_s11,i_2_s03_loop,i_2_s04_loop,i_2_s05_loop,i_2_s06_loop,i_2_s06a_loop,i_2_q_18_s,i_2_s07_loop,i_2_s08_loop_o1,i_2_s08_loop_o2,i_2_s08_loop_o3,i_2_s08_loop_o4,i_2_s08_loop_o5,i_2_s08_loop_o6,i_2_s08_loop_o7,i_2_s08_loop_o8,i_2_s08_loop_o9,i_2_s08_loop_o10,i_2_s08_loop_o11,i_2_s08_loop_o12,i_2_s08_loop_o13,i_2_s08_loop_o14,i_2_s08_loop_o15,i_2_s08_loop_o16,i_2_s08_loop_o17,i_2_s08_loop_o18,i_2_s08_loop_o19,i_2_s08_loop_o20,i_2_s_s08_loop_98,i_2_s09_loop,i_2_s10_loop,i_2_irb0,i_2_irb1_timestamp,i_2_irb1,i_2_term_loop_timestamp,i_2_term_loop,i_2_s11,i_3_s03_loop,i_3_s04_loop,i_3_s05_loop,i_3_s06_loop,i_3_s06a_loop,i_3_q_18_s,i_3_s07_loop,i_3_s08_loop_o1,i_3_s08_loop_o2,i_3_s08_loop_o3,i_3_s08_loop_o4,i_3_s08_loop_o5,i_3_s08_loop_o6,i_3_s08_loop_o7,i_3_s08_loop_o8,i_3_s08_loop_o9,i_3_s08_loop_o10,i_3_s08_loop_o11,i_3_s08_loop_o12,i_3_s08_loop_o13,i_3_s08_loop_o14,i_3_s08_loop_o15,i_3_s08_loop_o16,i_3_s08_loop_o17,i_3_s08_loop_o18,i_3_s08_loop_o19,i_3_s08_loop_o20,i_3_s_s08_loop_98,i_3_s09_loop,i_3_s10_loop,i_3_irb0,i_3_irb1_timestamp,i_3_irb1,i_3_term_loop_timestamp,i_3_term_loop,i_3_s11,i_4_s03_loop,i_4_s04_loop,i_4_s05_loop,i_4_s06_loop,i_4_s06a_loop,i_4_q_18_s,i_4_s07_loop,i_4_s08_loop_o1,i_4_s08_loop_o2,i_4_s08_loop_o3,i_4_s08_loop_o4,i_4_s08_loop_o5,i_4_s08_loop_o6,i_4_s08_loop_o7,i_4_s08_loop_o8,i_4_s08_loop_o9,i_4_s08_loop_o10,i_4_s08_loop_o11,i_4_s08_loop_o12,i_4_s08_loop_o13,i_4_s08_loop_o14,i_4_s08_loop_o15,i_4_s08_loop_o16,i_4_s08_loop_o17,i_4_s08_loop_o18,i_4_s08_loop_o19,i_4_s08_loop_o20,i_4_s_s08_loop_98,i_4_s09_loop,i_4_s10_loop,i_4_irb0,i_4_irb1_timestamp,i_4_irb1,i_4_term_loop_timestamp,i_4_term_loop,i_4_s11,i_5_s03_loop,i_5_s04_loop,i_5_s05_loop,i_5_s06_loop,i_5_s06a_loop,i_5_q_18_s,i_5_s07_loop,i_5_s08_loop_o1,i_5_s08_loop_o2,i_5_s08_loop_o3,i_5_s08_loop_o4,i_5_s08_loop_o5,i_5_s08_loop_o6,i_5_s08_loop_o7,i_5_s08_loop_o8,i_5_s08_loop_o9,i_5_s08_loop_o10,i_5_s08_loop_o11,i_5_s08_loop_o12,i_5_s08_loop_o13,i_5_s08_loop_o14,i_5_s08_loop_o15,i_5_s08_loop_o16,i_5_s08_loop_o17,i_5_s08_loop_o18,i_5_s08_loop_o19,i_5_s08_loop_o20,i_5_s_s08_loop_98,i_5_s09_loop,i_5_s10_loop,i_5_irb0,i_5_irb1_timestamp,i_5_irb1,i_5_term_loop_timestamp,i_5_term_loop,i_5_s11,i_6_s03_loop,i_6_s04_loop,i_6_s05_loop,i_6_s06_loop,i_6_s06a_loop,i_6_q_18_s,i_6_s07_loop,i_6_s08_loop_o1,i_6_s08_loop_o2,i_6_s08_loop_o3,i_6_s08_loop_o4,i_6_s08_loop_o5,i_6_s08_loop_o6,i_6_s08_loop_o7,i_6_s08_loop_o8,i_6_s08_loop_o9,i_6_s08_loop_o10,i_6_s08_loop_o11,i_6_s08_loop_o12,i_6_s08_loop_o13,i_6_s08_loop_o14,i_6_s08_loop_o15,i_6_s08_loop_o16,i_6_s08_loop_o17,i_6_s08_loop_o18,i_6_s08_loop_o19,i_6_s08_loop_o20,i_6_s_s08_loop_98,i_6_s09_loop,i_6_s10_loop,i_6_irb0,i_6_irb1_timestamp,i_6_irb1,i_6_term_loop_timestamp,i_6_term_loop,i_6_s11,i_7_s03_loop,i_7_s04_loop,i_7_s05_loop,i_7_s06_loop,i_7_s06a_loop,i_7_q_18_s,i_7_s07_loop,i_7_s08_loop_o1,i_7_s08_loop_o2,i_7_s08_loop_o3,i_7_s08_loop_o4,i_7_s08_loop_o5,i_7_s08_loop_o6,i_7_s08_loop_o7,i_7_s08_loop_o8,i_7_s08_loop_o9,i_7_s08_loop_o10,i_7_s08_loop_o11,i_7_s08_loop_o12,i_7_s08_loop_o13,i_7_s08_loop_o14,i_7_s08_loop_o15,i_7_s08_loop_o16,i_7_s08_loop_o17,i_7_s08_loop_o18,i_7_s08_loop_o19,i_7_s08_loop_o20,i_7_s_s08_loop_98,i_7_s09_loop,i_7_s10_loop,i_7_irb0,i_7_irb1_timestamp,i_7_irb1,i_7_term_loop_timestamp,i_7_term_loop,i_7_s11,i_8_s03_loop,i_8_s04_loop,i_8_s05_loop,i_8_s06_loop,i_8_s06a_loop,i_8_q_18_s,i_8_s07_loop,i_8_s08_loop_o1,i_8_s08_loop_o2,i_8_s08_loop_o3,i_8_s08_loop_o4,i_8_s08_loop_o5,i_8_s08_loop_o6,i_8_s08_loop_o7,i_8_s08_loop_o8,i_8_s08_loop_o9,i_8_s08_loop_o10,i_8_s08_loop_o11,i_8_s08_loop_o12,i_8_s08_loop_o13,i_8_s08_loop_o14,i_8_s08_loop_o15,i_8_s08_loop_o16,i_8_s08_loop_o17,i_8_s08_loop_o18,i_8_s08_loop_o19,i_8_s08_loop_o20,i_8_s_s08_loop_98,i_8_s09_loop,i_8_s10_loop,i_8_irb0,i_8_irb1_timestamp,i_8_irb1,i_8_term_loop_timestamp,i_8_term_loop,i_8_s11,i_9_s03_loop,i_9_s04_loop,i_9_s05_loop,i_9_s06_loop,i_9_s06a_loop,i_9_q_18_s,i_9_s07_loop,i_9_s08_loop_o1,i_9_s08_loop_o2,i_9_s08_loop_o3,i_9_s08_loop_o4,i_9_s08_loop_o5,i_9_s08_loop_o6,i_9_s08_loop_o7,i_9_s08_loop_o8,i_9_s08_loop_o9,i_9_s08_loop_o10,i_9_s08_loop_o11,i_9_s08_loop_o12,i_9_s08_loop_o13,i_9_s08_loop_o14,i_9_s08_loop_o15,i_9_s08_loop_o16,i_9_s08_loop_o17,i_9_s08_loop_o18,i_9_s08_loop_o19,i_9_s08_loop_o20,i_9_s_s08_loop_98,i_9_s09_loop,i_9_s10_loop,i_9_irb0,i_9_irb1_timestamp,i_9_irb1,i_9_term_loop_timestamp,i_9_term_loop,i_9_s11,lasts4iter,s06,s06a,s06a_s,s07,s08_o1,s08_o2,s08_o3,s08_o4,s08_o5,s08_o6,s08_o7,s08_o8,s08_o9,s08_o10,s08_o11,s08_o12,s08_o13,s08_o14,s08_o15,s08_o16,s08_o17,s08_o18,s08_o19,s08_o20,s08_oth,s09,s10,a01_gps_la,a01_gps_lo,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a05,a09_o1,a09_o2,a09_o3,a09_o4,a09_o5,a09_o6,s_a09_98,t_a10_7,t_a10_8,t_a10_5,t_a10_9,t_a10_4,t_a11_1,t_a11_2,x01,x02,x03,x04,x11_timestamp,x11_blk,i_1_x11_c0,i_2_x11_c0,i_3_x11_c0,i_4_x11_c0,i_5_x11_c0,i_6_x11_c0,i_7_x11_c0,i_8_x11_c0,i_9_x11_c0,i_10_x11_c0,i_11_x11_c0,i_12_x11_c0,i_13_x11_c0,i_14_x11_c0,i_15_x11_c0,i_16_x11_c0,i_17_x11_c0,i_18_x11_c0,i_19_x11_c0,i_20_x11_c0,i_21_x11_c0,i_22_x11_c0,i_23_x11_c0,i_24_x11_c0,i_25_x11_c0,i_26_x11_c0,i_27_x11_c0,i_28_x11_c0,i_29_x11_c0,i_30_x11_c0,i_31_x11_c0,i_32_x11_c0,i_33_x11_c0,i_34_x11_c0,i_35_x11_c0,i_36_x11_c0,i_37_x11_c0,i_38_x11_c0,i_39_x11_c0,i_40_x11_c0,x21_timestamp,t_x21_1,t_x21_2,t_x21_3,t_x21_4,t_x21_5,t_x21_6,t_x21_7,t_x21_8,t_x23_1,t_x23_2,t_x23_3,t_x23_4,t_x23_5,b01_gps_la,b01_gps_lo,t_b01_1,t_b01_2,t_b01_3,t_b01_4,t_b03_1,t_b03_2,t_b03_3,t_b03_4,t_b04_1,t_b04_2,t_b04_3,b05,b07_randomization,b07,b08_randomization,b08,t_b10_1,t_b10_2,t_b10_3,t_b10_4,b11,c01_timestamp,c01,t_c02_1,t_c02_2,t_c02_3,t_c02_7,c03_timestamp,t_c03_2,t_c03_4,t_c03_5,t_c03_6,c04_timestamp,t_c04_1,t_c04_2,t_c04_3,t_c04_5,t_c04_6,t_c04_8,t_c05_1,t_c05_3,t_c05_4,t_c05_6,t_c05_7,d01_timestamp,d01_o1,d01_o2,d01_o3,d01_o4,d01_o5,d01_o6,d01_o7,d01_o8,d01_o9,d01_o10,d01_o11,d01_o12,d01_o13,d01_o14,d01_98_oth,d04,d05,d06_o1,d06_o2,d06_o3,d06_o4,d06_o5,d06_o6,d06_o7,d06_o8,d06_o9,d06_o10,d06_o11,d06_o12,d06_o13,d06_o14,d06_o15,d06_o16,d06_o17,d06_98_oth,d07_o1,d07_o2,d07_o3,d07_o4,d07_o5,d07_o6,d07_o7,d07_o8,d07_o9,d07_o10,d07_o11,d07_o12,d07_o13,d07_o14,d07_o15,d07_o16,d07_o17,d07_o18,d07_o19,d07_o20,s_d07_98,d08_o1,d08_o2,d08_o3,d08_o4,d08_o5,d08_o6,d08_o7,d08_o8,d08_o9,d08_o10,d08_o11,d08_o12,d08_o13,d08_o14,d08_o15,d08_o16,d08_o17,d08_o18,d08_o19,d08_o20,d08_o21,d08_o22,d08_o23,d08_o24,d08_o25,d08_98_oth,t_d08a_1,t_d08a_2,t_d08a_7,t_d08a_8,t_d08a_9,t_d08a_10,t_d08a_11,t_d08a_12,t_d08a_13,t_d08a_14,t_d08a_21,t_d08a_22,t_d08a_23,t_d08a_24,t_d08a_25,t_d08a_26,t_d08a_27,d11,d12,d12_txt1,d12_txt2,e01_timestamp,e01,intro_e02,e02,e03,e04,e04a,t_e05_1,t_e05_4,t_e05_5,e06_1,t_e06_2_1,t_e06_2_2,t_e08_1,t_e08_2,e09,e10_o1,e10_o2,e10_o3,e10_o4,s_e10_1,s_e10_2,s_e10_3,e10_more_hv,e11,e12,e14,e15_o1,e15_o2,e15_o3,e15_o4,e15_o5,f01_gps_la,f01_gps_lo,f01_timestamp,f01,q_153_s,f03,f04_o1,f04_o2,f04_o3,f04_o4,f04_o5,f04_o6,s_f04_98,f05_1,f05_2,t_f06_1,t_f06_2,t_f07_1,t_f07_2,t_f07_3,t_f07_4,f08_1_o1,f08_1_o2,f08_1_o3,f08_1_o4,f08_1_o5,f08_1_o6,f08_1_o7,f08_1_o8,f08_1_o9,f08_1_o10,f08_1_o11,s_f08_1_98,f08_2,q_163_s,f09_timestamp,f09a,f09b,q_167_s,f09c,q_168_s,f09d,q_169_s,f09e_o1,f09e_o2,f09e_o3,f09e_o4,f09e_o5,f09e_o6,f09e_o7,f09e_o8,f09e_o9,f09e_o10,f09e_o11,f09e_o12,s_f09e_98,f09f_o1,f09f_o2,f09f_o3,f09f_o4,f09f_o5,f09f_o6,f09f_o7,f09f_o8,f09f_o9,f09f_o10,f09f_o11,s_f09f_98,f09g_o1,f09g_o2,f09g_o3,f09g_o4,f09g_o5,f09g_o6,f09g_o7,f09g_o8,f09g_o9,f09g_o10,f09g_o11,f09g_o12,f09g_o13,f09g_o14,f09g_98_oth,f09h_o1,f09h_o2,f09h_o3,f09h_o4,f09h_o5,f09h_o6,f09h_o7,term,S_S08_98_Translation,S_A09_98_translation,S_D01_98_Translation,S_D06_98_Translation,S_D07_98_Translation,S_D08_98_Translation,Q_153_S_translation,S_F04_98_Translation,S_F09g_98_Translation,S_F04_98_code,s08_1,s08_2,s08_3,s08_4,s08_5,s08_6,s08_7,s08_8,s08_9,s08_10,s08_95,s08_96,s08_97,s08_99,s08_98,main_method,a09_5,a09_7,a09_8,a09_97,a09_99,a09_98,d07_1,d07_2,d07_3,d07_4,d07_5,d07_6,d07_7,d07_8,d07_9,d07_10,d07_11,d07_12,d07_13,d07_97,d07_98,f04_1,f04_2,f04_3,f04_4,f04_5,f04_98,d01_1,d01_2,d01_3,d01_4,d01_5,d01_6,d01_7,d01_8,d01_9,d01_10,d01_11,d01_12,d01_99,d01_98,d06_1,d06_2,d06_3,d06_4,d06_5,d06_6,d06_7,d06_8,d06_9,d06_10,d06_11,d06_97,d06_98,d08_1,d08_2,d08_3,d08_4,d08_5,d08_6,d08_7,d08_8,d08_9,d08_10,d08_11,d08_12,d08_13,d08_14,d08_15,d08_97,d08_99,d08_98,f09g_1,f09g_2,f09g_3,f09g_4,f09g_5,f09g_6,f09g_7,f09g_8,f09g_9,f09g_10,f09g_11,f09g_12,f09g_13,f09g_97,f09g_14,f09g_15,f09g_16,f09g_17,f09g_18,f09g_19,f09g_20,f09g_21,f09g_98,unique_id,_merge
166288533,0,-1,04-11-2022 07:04,04-11-2022 01:34,CDI.015,Android_Subject,,00:55:56,04-12-2022 02:21,04-11-2022 08:51,"All steps are completed: PSUID=7093, HHID=414",12/31/9999 11:59,,,1,174,0,,Requires Approval,0,,,,04-11-2022 07:04,04-11-2022 01:34,04-11-2022 08:00,04-11-2022 02:30,N/A,-1,1,7,7,7093,1,1,,2,414,1,1,1,,2,48,,,3,7,8,1,,,,,,,,,,,,,,,,,,,,,,04-11-2022 01:52,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,48,,,3,7,8,1,,,,,,,,,,,,,,,,,,,,,,,8,8,4,1,,1,5,,,,,,,4,2,4,,,2,2,2,1,1,1,04-11-2022 01:58,1,1,1,1,1,1,1,1,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-11-2022 02:03,4,2,4,5,2,2,3,3,4,3,4,5,4,,,4,4,1,1,4,4,4,4,4,4,4,3,1,2,1,1,4,4,4,4,1,04-11-2022 02:11,1,2,1,2,5,04-11-2022 02:13,4,2,1,2,04-11-2022 02:14,3,3,4,1,1,2,3,2,1,3,1,04-11-2022 02:16,7,9,10,,,,,,,,,,,,,1,1,3,,,,,,,,,,,,,,,,,,3,11,,,,,,,,,,,,,,,,,,,,1,3,5,11,12,14,,,,,,,,,,,,,,,,,,,,,,1,1,97,2,1,,,1,,,,,,,,,3000,10000,,,04-11-2022 02:22,2,9753,2,,3,30,4,2,4,2,,,2,0,2,1,2,,,1,1,,1,2,1,4,3,,,,,,,04-11-2022 02:27,104,,101,2,,,,,,,300000,,2,2,1,2,1,1,2,,,,,,,,,,,,,,04-11-2022 02:29,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,,,,,,,Adioukrou,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7093414,3
166293918,0,-1,04-11-2022 07:32,04-11-2022 02:02,cdi.049,Android_Subject,,01:05:55,04-12-2022 05:36,04-12-2022 12:06,"All steps are completed: PSUID=7093, HHID=113",12/31/9999 11:59,,,1,174,0,,Requires Approval,0,,,,04-11-2022 07:32,04-11-2022 02:02,04-11-2022 08:38,04-11-2022 03:08,N/A,-1,1,7,7,7093,1,1,,1,113,1,1,1,,1,23,,,3,7,,,,,,,,,,,,,,,,,,,,,,,9753,04-11-2022 02:08,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,23,,,3,7,,,,,,,,,,,,,,,,,,,,,,,5.336161117,-4.001564333,7,7,1,,,1,8,,,,,,,5,5,,,,1,1,9,1,3,3,04-11-2022 02:14,1,3,3,3,1,3,3,3,2,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04-11-2022 02:34,5,1,5,5,1,1,1,1,1,4,1,1,1,5.336383217,-4.001472883,1,1,1,1,1,1,1,1,1,5,1,2,2,99,2,1,5,5,2,5,2,04-11-2022 02:47,4,1,5,5,5,04-11-2022 02:48,2,2,2,2,04-11-2022 02:49,5,5,5,4,5,5,3,2,1,1,3,04-11-2022 02:52,7,,,,,,,,,,,,,,,3,1,9,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,2,2,2,1,2,2,2,,,,,,,,550,1000,,,04-11-2022 02:59,3,9753,6,2,,,5,2,2,1,,,0,0,,1,2,,,1,2,,1,4,,1,,,,,,5.3363017,-4.001557317,04-11-2022 03:04,107,,102,5,,,,,,,10000,,2,0,1,2,1,1,2,,,,,,,,,,,,,,04-11-2022 03:07,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7093113,1
166348619,0,-1,04-11-2022 07:39,04-11-2022 02:09,CDI.040,Android_Subject,,00:58:19,4/13/2022 3:31,4/13/2022 10:01,"All steps are completed: PSUID=7093, HHID=205",12/31/9999 11:59,,,1,174,0,,Requires Approval,0,,,,04-11-2022 07:39,04-11-2022 02:09,04-11-2022 08:37,04-11-2022 03:07,N/A,-1,1,7,7,7093,1,1,,1,205,1,2,,1,1,30,,,1,7,,,,,,,,,,,,,,,,,,,,,,,9753,04-11-2022 02:13,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,30,,,1,7,,,,,,,,,,,,,,,,,,,,,,,5.3363803,-4.001914283,7,7,5,,,2,8,5,,,,,,4,5,4,,,5,5,3,3,3,3,04-11-2022 02:22,3,,,,,,,,,,,,,,,,,,,,,3,3,3,2,3,3,3,3,3,3,,,,,,,,,,,04-11-2022 02:31,1,1,1,1,1,1,1,1,1,5,1,1,1,5.33642025,-4.0017974,2,2,2,2,1,1,1,1,1,1,1,2,2,99,1,99,1,2,2,5,3,04-11-2022 02:42,5,3,1,4,5,04-11-2022 02:44,5,1,1,1,04-11-2022 02:45,1,3,5,1,1,3,3,2,1,1,3,04-11-2022 02:48,9,10,,,,,,,,,,,,,,1,1,3,4,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,1,2,2,,2,2,2,,,,,,,,2000,5000,,,04-11-2022 02:54,2,9753,2,,2,28,5,1,4,3,,,0,0,,1,2,,,2,2,,1,1,1,1,,,,,,5.33636505,-4.0018491,04-11-2022 03:00,108,,101,98,,,,,,,700000,,1,0,1,1,1,1,2,,,,,,,,,,,,,,04-11-2022 03:05,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,entrepreneur,,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7093205,3
166324654,0,-1,04-11-2022 07:47,04-11-2022 02:17,CDI.024,Android_Subject,,01:06:34,04-12-2022 11:09,04-12-2022 05:39,"All steps are completed: PSUID=7093, HHID=514",12/31/9999 11:59,,,1,174,0,,Approved,0,,,,04-11-2022 07:47,04-11-2022 02:17,04-11-2022 08:53,04-11-2022 03:23,N/A,-1,1,7,7,7093,1,1,,1,514,1,1,1,,2,24,,,4,7,1,,,,,,,,,,,,,,,,,,,,,,,04-11-2022 02:21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,24,,,4,7,1,,,,,,,,,,,,,,,,,,,,,,5.337376117,-4.0007683,7,7,2,,,2,8,,,,,,,4,3,,,,2,1,2,1,2,2,04-11-2022 02:31,3,,,,,,,,,,,,,,,,,,,,,1,3,1,1,2,2,3,2,2,1,,,,,,,,,,,04-11-2022 02:49,1,3,4,5,1,1,1,1,1,4,4,1,1,5.337480967,-4.000708467,2,1,1,1,3,1,1,1,5,5,4,2,2,99,2,2,4,4,3,5,4,04-11-2022 03:00,3,1,1,2,1,04-11-2022 03:02,3,2,1,1,04-11-2022 03:03,3,4,5,3,4,1,3,2,2,1,2,04-11-2022 03:06,9,10,,,,,,,,,,,,,,1,97,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,4,11,,,,,,,,,,,,,,,,,,,,,,,,,1,,97,1,2,1,,2,1,1,,,,,,,,5000,20000,,,04-11-2022 03:12,3,9753,2,,3,23,2,1,3,3,,,0,1,,1,2,,,1,2,,1,3,2,4,2,,,,,5.337384667,-4.000810867,04-11-2022 03:19,107,,103,1,,,,,,,300000,,6,3,1,2,1,1,2,,,,,,,,,,,,,,04-11-2022 03:22,,-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,,,,,,,,,,,,,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7093514,1
