sbjnum,flagsbyfakegps,filter,date,interviewtimedate,srvyr,sbjnam,usrunq,duration,upload,interviewtimeupload,subjdata,rvwtime,rvwcomment,complete,stopq,test,parentid,status,utcdiff,qascore,frscname,exrenum,vstart,interviewtimevstart,vend,interviewtimevend,rvwname,cancel,srvtype,country,psuid,htype,confirm,rev01,gps,hhid,language,s01,s02,i_1_s03_loop,i_1_s04_loop,i_1_s05_loop,i_1_s06_loop,i_1_s06a_loop,i_1_q_18_s,i_1_s07_loop,i_1_s08_loop_o1,i_1_s08_loop_o2,i_1_s08_loop_o3,i_1_s08_loop_o4,i_1_s08_loop_o5,i_1_s08_loop_o6,i_1_s08_loop_o7,i_1_s08_loop_o8,i_1_s08_loop_o9,i_1_s08_loop_o10,i_1_s08_loop_o11,i_1_s08_loop_o12,i_1_s08_loop_o13,i_1_s08_loop_o14,i_1_s08_loop_o15,i_1_s08_loop_o16,i_1_s08_loop_o17,i_1_s08_loop_o18,i_1_s08_loop_o19,i_1_s08_loop_o20,i_1_s_s08_loop_98,i_1_s09_loop,i_1_s10_loop,i_1_irb0,i_1_irb1_timestamp,i_1_irb1,i_1_term_loop_timestamp,i_1_term_loop,i_1_s11,i_2_s03_loop,i_2_s04_loop,i_2_s05_loop,i_2_s06_loop,i_2_s06a_loop,i_2_q_18_s,i_2_s07_loop,i_2_s08_loop_o1,i_2_s08_loop_o2,i_2_s08_loop_o3,i_2_s08_loop_o4,i_2_s08_loop_o5,i_2_s08_loop_o6,i_2_s08_loop_o7,i_2_s08_loop_o8,i_2_s08_loop_o9,i_2_s08_loop_o10,i_2_s08_loop_o11,i_2_s08_loop_o12,i_2_s08_loop_o13,i_2_s08_loop_o14,i_2_s08_loop_o15,i_2_s08_loop_o16,i_2_s08_loop_o17,i_2_s08_loop_o18,i_2_s08_loop_o19,i_2_s08_loop_o20,i_2_s_s08_loop_98,i_2_s09_loop,i_2_s10_loop,i_2_irb0,i_2_irb1_timestamp,i_2_irb1,i_2_term_loop_timestamp,i_2_term_loop,i_2_s11,i_3_s03_loop,i_3_s04_loop,i_3_s05_loop,i_3_s06_loop,i_3_s06a_loop,i_3_q_18_s,i_3_s07_loop,i_3_s08_loop_o1,i_3_s08_loop_o2,i_3_s08_loop_o3,i_3_s08_loop_o4,i_3_s08_loop_o5,i_3_s08_loop_o6,i_3_s08_loop_o7,i_3_s08_loop_o8,i_3_s08_loop_o9,i_3_s08_loop_o10,i_3_s08_loop_o11,i_3_s08_loop_o12,i_3_s08_loop_o13,i_3_s08_loop_o14,i_3_s08_loop_o15,i_3_s08_loop_o16,i_3_s08_loop_o17,i_3_s08_loop_o18,i_3_s08_loop_o19,i_3_s08_loop_o20,i_3_s_s08_loop_98,i_3_s09_loop,i_3_s10_loop,i_3_irb0,i_3_irb1_timestamp,i_3_irb1,i_3_term_loop_timestamp,i_3_term_loop,i_3_s11,i_4_s03_loop,i_4_s04_loop,i_4_s05_loop,i_4_s06_loop,i_4_s06a_loop,i_4_q_18_s,i_4_s07_loop,i_4_s08_loop_o1,i_4_s08_loop_o2,i_4_s08_loop_o3,i_4_s08_loop_o4,i_4_s08_loop_o5,i_4_s08_loop_o6,i_4_s08_loop_o7,i_4_s08_loop_o8,i_4_s08_loop_o9,i_4_s08_loop_o10,i_4_s08_loop_o11,i_4_s08_loop_o12,i_4_s08_loop_o13,i_4_s08_loop_o14,i_4_s08_loop_o15,i_4_s08_loop_o16,i_4_s08_loop_o17,i_4_s08_loop_o18,i_4_s08_loop_o19,i_4_s08_loop_o20,i_4_s_s08_loop_98,i_4_s09_loop,i_4_s10_loop,i_4_irb0,i_4_irb1_timestamp,i_4_irb1,i_4_term_loop_timestamp,i_4_term_loop,i_4_s11,i_5_s03_loop,i_5_s04_loop,i_5_s05_loop,i_5_s06_loop,i_5_s06a_loop,i_5_q_18_s,i_5_s07_loop,i_5_s08_loop_o1,i_5_s08_loop_o2,i_5_s08_loop_o3,i_5_s08_loop_o4,i_5_s08_loop_o5,i_5_s08_loop_o6,i_5_s08_loop_o7,i_5_s08_loop_o8,i_5_s08_loop_o9,i_5_s08_loop_o10,i_5_s08_loop_o11,i_5_s08_loop_o12,i_5_s08_loop_o13,i_5_s08_loop_o14,i_5_s08_loop_o15,i_5_s08_loop_o16,i_5_s08_loop_o17,i_5_s08_loop_o18,i_5_s08_loop_o19,i_5_s08_loop_o20,i_5_s_s08_loop_98,i_5_s09_loop,i_5_s10_loop,i_5_irb0,i_5_irb1_timestamp,i_5_irb1,i_5_term_loop_timestamp,i_5_term_loop,i_5_s11,i_6_s03_loop,i_6_s04_loop,i_6_s05_loop,i_6_s06_loop,i_6_s06a_loop,i_6_q_18_s,i_6_s07_loop,i_6_s08_loop_o1,i_6_s08_loop_o2,i_6_s08_loop_o3,i_6_s08_loop_o4,i_6_s08_loop_o5,i_6_s08_loop_o6,i_6_s08_loop_o7,i_6_s08_loop_o8,i_6_s08_loop_o9,i_6_s08_loop_o10,i_6_s08_loop_o11,i_6_s08_loop_o12,i_6_s08_loop_o13,i_6_s08_loop_o14,i_6_s08_loop_o15,i_6_s08_loop_o16,i_6_s08_loop_o17,i_6_s08_loop_o18,i_6_s08_loop_o19,i_6_s08_loop_o20,i_6_s_s08_loop_98,i_6_s09_loop,i_6_s10_loop,i_6_irb0,i_6_irb1_timestamp,i_6_irb1,i_6_term_loop_timestamp,i_6_term_loop,i_6_s11,i_7_s03_loop,i_7_s04_loop,i_7_s05_loop,i_7_s06_loop,i_7_s06a_loop,i_7_q_18_s,i_7_s07_loop,i_7_s08_loop_o1,i_7_s08_loop_o2,i_7_s08_loop_o3,i_7_s08_loop_o4,i_7_s08_loop_o5,i_7_s08_loop_o6,i_7_s08_loop_o7,i_7_s08_loop_o8,i_7_s08_loop_o9,i_7_s08_loop_o10,i_7_s08_loop_o11,i_7_s08_loop_o12,i_7_s08_loop_o13,i_7_s08_loop_o14,i_7_s08_loop_o15,i_7_s08_loop_o16,i_7_s08_loop_o17,i_7_s08_loop_o18,i_7_s08_loop_o19,i_7_s08_loop_o20,i_7_s_s08_loop_98,i_7_s09_loop,i_7_s10_loop,i_7_irb0,i_7_irb1_timestamp,i_7_irb1,i_7_term_loop_timestamp,i_7_term_loop,i_7_s11,i_8_s03_loop,i_8_s04_loop,i_8_s05_loop,i_8_s06_loop,i_8_s06a_loop,i_8_q_18_s,i_8_s07_loop,i_8_s08_loop_o1,i_8_s08_loop_o2,i_8_s08_loop_o3,i_8_s08_loop_o4,i_8_s08_loop_o5,i_8_s08_loop_o6,i_8_s08_loop_o7,i_8_s08_loop_o8,i_8_s08_loop_o9,i_8_s08_loop_o10,i_8_s08_loop_o11,i_8_s08_loop_o12,i_8_s08_loop_o13,i_8_s08_loop_o14,i_8_s08_loop_o15,i_8_s08_loop_o16,i_8_s08_loop_o17,i_8_s08_loop_o18,i_8_s08_loop_o19,i_8_s08_loop_o20,i_8_s_s08_loop_98,i_8_s09_loop,i_8_s10_loop,i_8_irb0,i_8_irb1_timestamp,i_8_irb1,i_8_term_loop_timestamp,i_8_term_loop,i_8_s11,i_9_s03_loop,i_9_s04_loop,i_9_s05_loop,i_9_s06_loop,i_9_s06a_loop,i_9_q_18_s,i_9_s07_loop,i_9_s08_loop_o1,i_9_s08_loop_o2,i_9_s08_loop_o3,i_9_s08_loop_o4,i_9_s08_loop_o5,i_9_s08_loop_o6,i_9_s08_loop_o7,i_9_s08_loop_o8,i_9_s08_loop_o9,i_9_s08_loop_o10,i_9_s08_loop_o11,i_9_s08_loop_o12,i_9_s08_loop_o13,i_9_s08_loop_o14,i_9_s08_loop_o15,i_9_s08_loop_o16,i_9_s08_loop_o17,i_9_s08_loop_o18,i_9_s08_loop_o19,i_9_s08_loop_o20,i_9_s_s08_loop_98,i_9_s09_loop,i_9_s10_loop,i_9_irb0,i_9_irb1_timestamp,i_9_irb1,i_9_term_loop_timestamp,i_9_term_loop,i_9_s11,lasts4iter,s06,s06a,s06a_s,s07,s08_o1,s08_o2,s08_o3,s08_o4,s08_o5,s08_o6,s08_o7,s08_o8,s08_o9,s08_o10,s08_o11,s08_o12,s08_o13,s08_o14,s08_o15,s08_o16,s08_o17,s08_o18,s08_o19,s08_o20,s08_oth,s09,s10,a01_gps_la,a01_gps_lo,a01,main_hv,t_a02_1,t_a02_2,t_a02_3,a05,a09_o1,a09_o2,a09_o3,a09_o4,a09_o5,a09_o6,a09_98,t_a10_7,t_a10_8,t_a10_5,t_a10_9,t_a10_4,t_a11_1,t_a11_2,x01,x02,x03,x04,x11_timestamp,x11_blk,i_1_x11_c0,i_2_x11_c0,i_3_x11_c0,i_4_x11_c0,i_5_x11_c0,i_6_x11_c0,i_7_x11_c0,i_8_x11_c0,i_9_x11_c0,i_10_x11_c0,i_11_x11_c0,i_12_x11_c0,i_13_x11_c0,i_14_x11_c0,i_15_x11_c0,i_16_x11_c0,i_17_x11_c0,i_18_x11_c0,i_19_x11_c0,i_20_x11_c0,i_21_x11_c0,i_22_x11_c0,i_23_x11_c0,i_24_x11_c0,i_25_x11_c0,i_26_x11_c0,i_27_x11_c0,i_28_x11_c0,i_29_x11_c0,i_30_x11_c0,i_31_x11_c0,i_32_x11_c0,i_33_x11_c0,i_34_x11_c0,i_35_x11_c0,i_36_x11_c0,i_37_x11_c0,i_38_x11_c0,i_39_x11_c0,i_40_x11_c0,x21_timestamp,t_x21_1,t_x21_2,t_x21_3,t_x21_4,t_x21_5,t_x21_6,t_x21_7,t_x21_8,t_x23_1,t_x23_2,t_x23_3,t_x23_4,t_x23_5,b01_gps_la,b01_gps_lo,t_b01_1,t_b01_2,t_b01_3,t_b01_4,t_b03_1,t_b03_2,t_b03_3,t_b03_4,t_b04_1,t_b04_2,t_b04_3,b05,b07_randomization,b07,b08_randomization,b08,t_b10_1,t_b10_2,t_b10_3,t_b10_4,b11,c01_timestamp,c01,t_c02_1,t_c02_2,t_c02_3,t_c02_7,c03_timestamp,t_c03_2,t_c03_4,t_c03_5,t_c03_6,c04_timestamp,t_c04_1,t_c04_2,t_c04_3,t_c04_5,t_c04_6,t_c04_8,t_c05_1,t_c05_3,t_c05_4,t_c05_6,t_c05_7,d01_timestamp,d01_o1,d01_o2,d01_o3,d01_o4,d01_o5,d01_o6,d01_o7,d01_o8,d01_o9,d01_o10,d01_o11,d01_o12,d01_o13,d01_o14,d01_98_oth,d04,d05,d06_o1,d06_o2,d06_o3,d06_o4,d06_o5,d06_o6,d06_o7,d06_o8,d06_o9,d06_o10,d06_o11,d06_o12,d06_o13,d06_o14,d06_o15,d06_o16,d06_o17,d06_98_oth,d07_o1,d07_o2,d07_o3,d07_o4,d07_o5,d07_o6,d07_o7,d07_o8,d07_o9,d07_o10,d07_o11,d07_o12,d07_o13,d07_o14,d07_o15,d07_o16,d07_o17,d07_o18,d07_o19,d07_o20,d07_98_oth,d08_o1,d08_o2,d08_o3,d08_o4,d08_o5,d08_o6,d08_o7,d08_o8,d08_o9,d08_o10,d08_o11,d08_o12,d08_o13,d08_o14,d08_o15,d08_o16,d08_o17,d08_o18,d08_o19,d08_o20,d08_o21,d08_o22,d08_o23,d08_o24,d08_o25,d08_98_oth,t_d08a_1,t_d08a_2,t_d08a_7,t_d08a_8,t_d08a_9,t_d08a_10,t_d08a_11,t_d08a_12,t_d08a_13,t_d08a_14,t_d08a_21,t_d08a_22,t_d08a_23,t_d08a_24,t_d08a_25,t_d08a_26,t_d08a_27,d11,d12,d12_txt1,d12_txt2,e01_timestamp,e01,intro_e02,e02,e03,e04,e04a,t_e05_1,t_e05_4,t_e05_5,e06_1,t_e06_2_1,t_e06_2_2,t_e08_1,t_e08_2,e09,e10_o1,e10_o2,e10_o3,e10_o4,s_e10_1,s_e10_2,s_e10_3,e10_more_hv,e11,e12,e14,e15_o1,e15_o2,e15_o3,e15_o4,e15_o5,f01_gps_la,f01_gps_lo,f01_timestamp,f01,q_153_s,f03,f04_o1,f04_o2,f04_o3,f04_o4,f04_o5,f04_o6,f04_98_oth,f05_1,f05_2,t_f06_1,t_f06_2,t_f07_1,t_f07_2,t_f07_3,t_f07_4,f08_1_o1,f08_1_o2,f08_1_o3,f08_1_o4,f08_1_o5,f08_1_o6,f08_1_o7,f08_1_o8,f08_1_o9,f08_1_o10,f08_1_o11,s_f08_1_98,f08_2,q_163_s,f09_timestamp,f09a,f09b,q_167_s,f09c,q_168_s,f09d,q_169_s,f09e_o1,f09e_o2,f09e_o3,f09e_o4,f09e_o5,f09e_o6,f09e_o7,f09e_o8,f09e_o9,f09e_o10,f09e_o11,f09e_o12,s_f09e_98,f09f_o1,f09f_o2,f09f_o3,f09f_o4,f09f_o5,f09f_o6,f09f_o7,f09f_o8,f09f_o9,f09f_o10,f09f_o11,s_f09f_98,f09g_o1,f09g_o2,f09g_o3,f09g_o4,f09g_o5,f09g_o6,f09g_o7,f09g_o8,f09g_o9,f09g_o10,f09g_o11,f09g_o12,f09g_o13,f09g_o14,s_f09g_98,f09h_o1,f09h_o2,f09h_o3,f09h_o4,f09h_o5,f09h_o6,f09h_o7,term,S_S08_98_Translated,S_A09_98_Translated,S_D01_98_Translated,S_D06_98_Translated,S_D07_98_Translated,S_D08_98_Translated,Q_153_S_Translated,S_F04_98_Translated,S_F04_Code,Q_167_S_Translated,_merge,s08_1,s08_2,s08_3,s08_4,s08_5,s08_6,s08_7,s08_8,s08_9,s08_10,s08_95,s08_96,s08_97,s08_99,s08_98,main_method,a09_5,a09_7,a09_8,a09_97,a09_99,d07_1,d07_2,d07_3,d07_4,d07_5,d07_6,d07_7,d07_8,d07_9,d07_10,d07_11,d07_12,d07_13,d07_97,d07_98,d06_1,d06_2,d06_3,d06_4,d06_5,d06_6,d06_7,d06_8,d06_9,d06_10,d06_11,d06_97,d06_98,d08_1,d08_2,d08_3,d08_4,d08_5,d08_6,d08_7,d08_8,d08_9,d08_10,d08_11,d08_12,d08_13,d08_14,d08_15,d08_97,d08_98,d01_1,d01_2,d01_3,d01_4,d01_5,d01_6,d01_7,d01_8,d01_9,d01_10,d01_11,d01_12,d01_99,d01_98,f04_1,f04_2,f04_3,f04_4,f04_5,f04_98,tribe
167670976,0,-1,5/19/2022 8:20,5/19/2022 8:50,BD.025,Android_Subject,,01:05:35,5/19/2022 9:26,5/19/2022 9:56,"All steps are completed: PSUID=2158, HHID=161",12/31/9999 11:59,,1,174,0,,Requires Approval,6,,,,5/19/2022 8:20,5/19/2022 8:50,5/19/2022 9:25,5/19/2022 9:55,N/A,-1,1,2,2158,2,1,,2,161,5,1,1,1,,1,52,,,1,1,,,,,,,,,,,,,,,,,,,,,,,9753,5/19/2022 9:05,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,52,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,,2,99,,,,,,,,,,,4,3,4,4,1,3,1,5/19/2022 9:12,1,1,3,2,1,3,1,1,2,1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/19/2022 9:27,2,2,4,3,2,2,2,2,2,4,2,4,4,,,2,2,2,2,2,2,2,2,4,2,2,1,2,2,2,1,4,4,4,2,5,5/19/2022 9:37,2,2,2,2,4,5/19/2022 9:38,4,2,3,4,5/19/2022 9:39,2,3,4,3,4,4,2,1,2,1,2,5/19/2022 9:40,99,,,,,,,,,,,,,,,3,1,3,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,1,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,1,,2,2,2,,,,,,,,50,100,,,5/19/2022 9:44,4,9753,1,,5,40,4,2,4,3,,,0,3,1,3,,,,,,4,1,99,1,1,,,,,,,,5/19/2022 9:46,101,,103,3,,,,,,,5008,,2,2,2,2,1,2,,,,,,,,,,,,,6,,5/19/2022 9:47,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1
167672612,0,-1,5/19/2022 9:28,5/19/2022 9:58,BD.040,Android_Subject,,01:21:12,5/19/2022 10:49,5/19/2022 11:19,"All steps are completed: PSUID=2130, HHID=195",12/31/9999 11:59,,1,174,0,,Requires Approval,6,,,,5/19/2022 9:28,5/19/2022 9:58,5/19/2022 10:49,5/19/2022 11:19,N/A,-1,1,2,2130,2,1,,2,195,5,1,1,1,,2,32,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,,5/19/2022 10:02,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,22.49978197,91.71041246,1,1,5,,,4,99,,,,,,,2,,,,4,3,2,3,1,3,9,5/19/2022 10:15,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,1,1,2,2,2,1,1,5/19/2022 10:30,2,2,2,5,2,3,2,2,4,4,4,3,3,22.4998265,91.71050665,4,2,3,2,2,3,2,2,4,3,3,3,2,1,1,1,2,4,4,4,3,5/19/2022 10:46,2,2,2,2,4,5/19/2022 10:51,2,2,2,4,5/19/2022 10:52,3,2,4,4,2,3,2,2,1,2,1,5/19/2022 10:59,9,,,,,,,,,,,,,,,1,1,11,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,2,2,,2,2,2,,,,,,,,50,80,,,5/19/2022 11:07,2,9753,1,,4,30,1,2,4,3,,,0,1,,1,2,,,1,1,,1,3,1,1,,,,,,22.49986531,91.71053175,5/19/2022 11:14,104,,103,98,,,,,,,8560,,2,1,2,2,1,1,,,,,,,,,,,,,6,,5/19/2022 11:18,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Driver,5,,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
167672623,0,-1,5/19/2022 9:46,5/19/2022 10:16,BD.036,Android_Subject,,01:03:52,5/19/2022 10:50,5/19/2022 11:20,"All steps are completed: PSUID=2130, HHID=137",12/31/9999 11:59,,1,174,0,,Approved,6,,,,5/19/2022 9:46,5/19/2022 10:16,5/19/2022 10:50,5/19/2022 11:20,N/A,-1,1,2,2130,2,1,,2,137,5,1,2,,1,2,32,,,1,7,1,10,,,,,,,,,,,,,,,,,,,,,,5/19/2022 10:22,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,32,,,1,7,1,10,,,,,,,,,,,,,,,,,,,,,22.4996868,91.7119368,7,7,1,,,1,97,,,,,,,5,,,,,1,3,3,1,1,1,5/19/2022 10:31,3,,,,,,,,,,,,,,,,,,,,,1,1,1,1,3,1,2,2,1,3,,,,,,,,,,,5/19/2022 10:44,3,3,4,5,4,3,4,3,3,4,4,2,4,22.4996762,91.7119725,5,4,5,4,5,4,4,4,4,4,3,1,1,2,1,1,2,5,5,5,2,5/19/2022 10:52,1,2,1,2,4,5/19/2022 10:54,1,2,1,5,5/19/2022 10:56,3,3,5,3,3,4,3,3,1,2,3,5/19/2022 10:58,9,11,,,,,,,,,,,,,,1,1,1,9,11,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,1,11,15,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,1,1,,2,2,1,,,,,,,,100,150,,,5/19/2022 11:05,4,9753,1,,3,25,5,1,2,3,,,0,1,,1,2,,,1,1,,1,4,1,1,,,,,,22.500056,91.7121833,5/19/2022 11:12,103,,101,1,,,,,,,18000,,2,1,1,2,1,2,,,,,,,,,,,,,6,,5/19/2022 11:13,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,7,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
167672711,0,-1,5/19/2022 9:54,5/19/2022 10:24,BD.025,Android_Subject,,00:58:51,5/19/2022 10:53,5/19/2022 11:23,"All steps are completed: PSUID=2158, HHID=170",12/31/9999 11:59,,1,174,0,,Requires Approval,6,,,,5/19/2022 9:54,5/19/2022 10:24,5/19/2022 10:53,5/19/2022 11:23,N/A,-1,1,2,2158,2,1,,2,170,5,1,1,1,,2,35,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,,5/19/2022 10:29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,35,,,1,7,1,,,,,,,,,,,,,,,,,,,,,,24.5000414,90.9425724,1,1,4,,,1,99,,,,,,,3,,,,4,2,4,3,3,9,1,5/19/2022 10:39,1,1,1,1,1,3,1,1,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5/19/2022 10:56,2,2,4,4,2,2,2,2,2,2,2,2,4,,,2,2,2,2,4,4,2,2,4,2,4,3,1,1,2,1,2,4,4,4,5,5/19/2022 11:05,1,2,2,2,2,5/19/2022 11:07,3,2,2,4,5/19/2022 11:08,2,2,4,3,2,2,2,1,1,1,1,5/19/2022 11:11,9,,,,,,,,,,,,,,,1,1,1,8,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,,2,1,1,1,2,2,,,,,,,,100,500,,,5/19/2022 11:15,2,9753,1,,5,30,4,4,2,3,,,4,0,1,1,2,,,2,2,,1,99,1,3,1,,,,,,,5/19/2022 11:19,103,,101,2,,,,,,,6000,,1,4,2,2,1,2,,,,,,,,,,,,,6,,5/19/2022 11:20,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
167674508,0,-1,5/19/2022 11:04,5/19/2022 11:34,BD.036,Android_Subject,,01:24:35,5/19/2022 12:30,5/19/2022 1:00,"All steps are completed: PSUID=2130, HHID=202",12/31/9999 11:59,,1,174,0,,Requires Approval,6,,,,5/19/2022 11:04,5/19/2022 11:34,5/19/2022 12:29,5/19/2022 12:59,N/A,-1,1,2,2130,2,1,,2,202,5,1,2,,1,2,38,,,1,7,3,,,,,,,,,,,,,,,,,,,,,,,5/19/2022 11:48,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,38,,,1,7,3,,,,,,,,,,,,,,,,,,,,,,22.4997317,91.7103896,7,7,3,,,1,8,,,,,,,3,2,,,,1,4,1,1,1,1,5/19/2022 11:56,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,3,2,2,1,2,3,3,2,1,5/19/2022 12:13,4,4,5,5,4,5,4,3,2,3,2,2,3,22.49932,91.7100465,4,4,3,1,5,4,1,4,3,4,4,3,1,2,1,1,5,5,5,5,2,5/19/2022 12:30,1,2,4,5,3,5/19/2022 12:32,1,2,4,5,5/19/2022 12:35,3,3,5,3,2,4,2,1,1,3,3,5/19/2022 12:37,9,10,,,,,,,,,,,,,,1,1,1,2,9,11,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,1,11,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,2,1,,2,2,2,,,,,,,,500,550,,,5/19/2022 12:42,2,9753,1,,5,28,5,5,4,3,,,3,0,1,1,2,,,3,1,,1,99,1,2,1,,,,,22.4994509,91.7102567,5/19/2022 12:47,103,,101,1,,,,,,,16000,,2,3,2,2,1,1,,,,,,,,,,,,,6,,5/19/2022 12:49,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1
